net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,4,RVvRHGV,2,both,525,532,0.9868421052631579,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,4,both,472,532,0.8872180451127819,,,
alexnet,transfer,classify,0.001,4,RVvRHGV,8,both,347,532,0.6522556390977443,,,
alexnet,transfer,classify,0.001,4,2_v_5,1,present,236,266,0.8872180451127819,,,
alexnet,transfer,classify,0.001,4,2_v_5,2,present,172,266,0.6466165413533834,,,
alexnet,transfer,classify,0.001,4,2_v_5,4,present,130,266,0.48872180451127817,,,
alexnet,transfer,classify,0.001,4,2_v_5,8,present,124,266,0.46616541353383456,,,
alexnet,transfer,classify,0.001,4,2_v_5,1,absent,103,266,0.38721804511278196,,,
alexnet,transfer,classify,0.001,4,2_v_5,2,absent,147,266,0.5526315789473685,,,
alexnet,transfer,classify,0.001,4,2_v_5,4,absent,155,266,0.5827067669172933,,,
alexnet,transfer,classify,0.001,4,2_v_5,8,absent,186,266,0.6992481203007519,,,
alexnet,transfer,classify,0.001,4,2_v_5,1,both,339,532,0.6372180451127819,,,
alexnet,transfer,classify,0.001,4,2_v_5,2,both,319,532,0.599624060150376,,,
alexnet,transfer,classify,0.001,4,2_v_5,4,both,285,532,0.5357142857142857,,,
alexnet,transfer,classify,0.001,4,2_v_5,8,both,310,532,0.5827067669172933,,,
alexnet,transfer,classify,0.001,5,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,2,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,4,present,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,5,RVvGV,8,present,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,5,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,8,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,2,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,5,RVvGV,4,both,530,532,0.9962406015037594,,,
alexnet,transfer,classify,0.001,5,RVvGV,8,both,530,532,0.9962406015037594,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,2,present,265,266,0.9962406015037594,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,4,present,214,266,0.8045112781954887,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,8,present,113,266,0.424812030075188,,,
