,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,greenness,discrim_pct
17098,VGG16,transfer,classify,0.001,4,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17099,VGG16,transfer,classify,0.001,4,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17108,VGG16,transfer,classify,0.001,4,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17109,VGG16,transfer,classify,0.001,4,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17110,VGG16,transfer,classify,0.001,4,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17111,VGG16,transfer,classify,0.001,4,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17120,VGG16,transfer,classify,0.001,4,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17121,VGG16,transfer,classify,0.001,4,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17122,VGG16,transfer,classify,0.001,4,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17123,VGG16,transfer,classify,0.001,4,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17132,VGG16,transfer,classify,0.001,4,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17133,VGG16,transfer,classify,0.001,4,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17134,VGG16,transfer,classify,0.001,4,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17135,VGG16,transfer,classify,0.001,4,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17288,VGG16,transfer,classify,0.001,5,RVvGV_0,1,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17289,VGG16,transfer,classify,0.001,5,RVvGV_0,2,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17290,VGG16,transfer,classify,0.001,5,RVvGV_0,4,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17291,VGG16,transfer,classify,0.001,5,RVvGV_0,8,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17300,VGG16,transfer,classify,0.001,5,RVvGV_23,1,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17301,VGG16,transfer,classify,0.001,5,RVvGV_23,2,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17302,VGG16,transfer,classify,0.001,5,RVvGV_23,4,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17303,VGG16,transfer,classify,0.001,5,RVvGV_23,8,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17312,VGG16,transfer,classify,0.001,5,RVvGV_46,1,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17313,VGG16,transfer,classify,0.001,5,RVvGV_46,2,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17314,VGG16,transfer,classify,0.001,5,RVvGV_46,4,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17315,VGG16,transfer,classify,0.001,5,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17324,VGG16,transfer,classify,0.001,5,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17325,VGG16,transfer,classify,0.001,5,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17326,VGG16,transfer,classify,0.001,5,RVvGV_70,4,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17327,VGG16,transfer,classify,0.001,5,RVvGV_70,8,both,508,512,0.9921875,,,,search stimuli (classify),0,70,0.7254901960784313
17336,VGG16,transfer,classify,0.001,5,RVvGV_93,1,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
17337,VGG16,transfer,classify,0.001,5,RVvGV_93,2,both,475,512,0.927734375,,,,search stimuli (classify),0,93,0.6352941176470588
17338,VGG16,transfer,classify,0.001,5,RVvGV_93,4,both,461,512,0.900390625,,,,search stimuli (classify),0,93,0.6352941176470588
17339,VGG16,transfer,classify,0.001,5,RVvGV_93,8,both,382,512,0.74609375,,,,search stimuli (classify),0,93,0.6352941176470588
17348,VGG16,transfer,classify,0.001,5,RVvGV_116,1,both,512,512,1.0,,,,search stimuli (classify),0,116,0.5450980392156863
17349,VGG16,transfer,classify,0.001,5,RVvGV_116,2,both,433,512,0.845703125,,,,search stimuli (classify),0,116,0.5450980392156863
17350,VGG16,transfer,classify,0.001,5,RVvGV_116,4,both,376,512,0.734375,,,,search stimuli (classify),0,116,0.5450980392156863
17351,VGG16,transfer,classify,0.001,5,RVvGV_116,8,both,298,512,0.58203125,,,,search stimuli (classify),0,116,0.5450980392156863
17360,VGG16,transfer,classify,0.001,5,RVvGV_139,1,both,482,512,0.94140625,,,,search stimuli (classify),0,139,0.4549019607843138
17361,VGG16,transfer,classify,0.001,5,RVvGV_139,2,both,275,512,0.537109375,,,,search stimuli (classify),0,139,0.4549019607843138
17362,VGG16,transfer,classify,0.001,5,RVvGV_139,4,both,267,512,0.521484375,,,,search stimuli (classify),0,139,0.4549019607843138
17363,VGG16,transfer,classify,0.001,5,RVvGV_139,8,both,256,512,0.5,,,,search stimuli (classify),0,139,0.4549019607843138
17372,VGG16,transfer,classify,0.001,5,RVvGV_162,1,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17373,VGG16,transfer,classify,0.001,5,RVvGV_162,2,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17374,VGG16,transfer,classify,0.001,5,RVvGV_162,4,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17375,VGG16,transfer,classify,0.001,5,RVvGV_162,8,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17384,VGG16,transfer,classify,0.001,5,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17385,VGG16,transfer,classify,0.001,5,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17386,VGG16,transfer,classify,0.001,5,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17387,VGG16,transfer,classify,0.001,5,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17396,VGG16,transfer,classify,0.001,5,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17397,VGG16,transfer,classify,0.001,5,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17398,VGG16,transfer,classify,0.001,5,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17399,VGG16,transfer,classify,0.001,5,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17408,VGG16,transfer,classify,0.001,5,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17409,VGG16,transfer,classify,0.001,5,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17410,VGG16,transfer,classify,0.001,5,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17411,VGG16,transfer,classify,0.001,5,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17420,VGG16,transfer,classify,0.001,5,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17421,VGG16,transfer,classify,0.001,5,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17422,VGG16,transfer,classify,0.001,5,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17423,VGG16,transfer,classify,0.001,5,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17576,VGG16,transfer,classify,0.001,6,RVvGV_0,1,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17577,VGG16,transfer,classify,0.001,6,RVvGV_0,2,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17578,VGG16,transfer,classify,0.001,6,RVvGV_0,4,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17579,VGG16,transfer,classify,0.001,6,RVvGV_0,8,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17588,VGG16,transfer,classify,0.001,6,RVvGV_23,1,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17589,VGG16,transfer,classify,0.001,6,RVvGV_23,2,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17590,VGG16,transfer,classify,0.001,6,RVvGV_23,4,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17591,VGG16,transfer,classify,0.001,6,RVvGV_23,8,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17600,VGG16,transfer,classify,0.001,6,RVvGV_46,1,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17601,VGG16,transfer,classify,0.001,6,RVvGV_46,2,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17602,VGG16,transfer,classify,0.001,6,RVvGV_46,4,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17603,VGG16,transfer,classify,0.001,6,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17612,VGG16,transfer,classify,0.001,6,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17613,VGG16,transfer,classify,0.001,6,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17614,VGG16,transfer,classify,0.001,6,RVvGV_70,4,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17615,VGG16,transfer,classify,0.001,6,RVvGV_70,8,both,507,512,0.990234375,,,,search stimuli (classify),0,70,0.7254901960784313
17624,VGG16,transfer,classify,0.001,6,RVvGV_93,1,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
17625,VGG16,transfer,classify,0.001,6,RVvGV_93,2,both,480,512,0.9375,,,,search stimuli (classify),0,93,0.6352941176470588
17626,VGG16,transfer,classify,0.001,6,RVvGV_93,4,both,462,512,0.90234375,,,,search stimuli (classify),0,93,0.6352941176470588
17627,VGG16,transfer,classify,0.001,6,RVvGV_93,8,both,366,512,0.71484375,,,,search stimuli (classify),0,93,0.6352941176470588
17636,VGG16,transfer,classify,0.001,6,RVvGV_116,1,both,512,512,1.0,,,,search stimuli (classify),0,116,0.5450980392156863
17637,VGG16,transfer,classify,0.001,6,RVvGV_116,2,both,443,512,0.865234375,,,,search stimuli (classify),0,116,0.5450980392156863
17638,VGG16,transfer,classify,0.001,6,RVvGV_116,4,both,374,512,0.73046875,,,,search stimuli (classify),0,116,0.5450980392156863
17639,VGG16,transfer,classify,0.001,6,RVvGV_116,8,both,284,512,0.5546875,,,,search stimuli (classify),0,116,0.5450980392156863
17648,VGG16,transfer,classify,0.001,6,RVvGV_139,1,both,493,512,0.962890625,,,,search stimuli (classify),0,139,0.4549019607843138
17649,VGG16,transfer,classify,0.001,6,RVvGV_139,2,both,282,512,0.55078125,,,,search stimuli (classify),0,139,0.4549019607843138
17650,VGG16,transfer,classify,0.001,6,RVvGV_139,4,both,267,512,0.521484375,,,,search stimuli (classify),0,139,0.4549019607843138
17651,VGG16,transfer,classify,0.001,6,RVvGV_139,8,both,256,512,0.5,,,,search stimuli (classify),0,139,0.4549019607843138
17660,VGG16,transfer,classify,0.001,6,RVvGV_162,1,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17661,VGG16,transfer,classify,0.001,6,RVvGV_162,2,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17662,VGG16,transfer,classify,0.001,6,RVvGV_162,4,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17663,VGG16,transfer,classify,0.001,6,RVvGV_162,8,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17672,VGG16,transfer,classify,0.001,6,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17673,VGG16,transfer,classify,0.001,6,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17674,VGG16,transfer,classify,0.001,6,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17675,VGG16,transfer,classify,0.001,6,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17684,VGG16,transfer,classify,0.001,6,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17685,VGG16,transfer,classify,0.001,6,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17686,VGG16,transfer,classify,0.001,6,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17687,VGG16,transfer,classify,0.001,6,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17696,VGG16,transfer,classify,0.001,6,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17697,VGG16,transfer,classify,0.001,6,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17698,VGG16,transfer,classify,0.001,6,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17699,VGG16,transfer,classify,0.001,6,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17708,VGG16,transfer,classify,0.001,6,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17709,VGG16,transfer,classify,0.001,6,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17710,VGG16,transfer,classify,0.001,6,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17711,VGG16,transfer,classify,0.001,6,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17864,VGG16,transfer,classify,0.001,7,RVvGV_0,1,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17865,VGG16,transfer,classify,0.001,7,RVvGV_0,2,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17866,VGG16,transfer,classify,0.001,7,RVvGV_0,4,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17867,VGG16,transfer,classify,0.001,7,RVvGV_0,8,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
17876,VGG16,transfer,classify,0.001,7,RVvGV_23,1,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17877,VGG16,transfer,classify,0.001,7,RVvGV_23,2,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17878,VGG16,transfer,classify,0.001,7,RVvGV_23,4,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17879,VGG16,transfer,classify,0.001,7,RVvGV_23,8,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
17888,VGG16,transfer,classify,0.001,7,RVvGV_46,1,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17889,VGG16,transfer,classify,0.001,7,RVvGV_46,2,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17890,VGG16,transfer,classify,0.001,7,RVvGV_46,4,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17891,VGG16,transfer,classify,0.001,7,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
17900,VGG16,transfer,classify,0.001,7,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17901,VGG16,transfer,classify,0.001,7,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17902,VGG16,transfer,classify,0.001,7,RVvGV_70,4,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
17903,VGG16,transfer,classify,0.001,7,RVvGV_70,8,both,503,512,0.982421875,,,,search stimuli (classify),0,70,0.7254901960784313
17912,VGG16,transfer,classify,0.001,7,RVvGV_93,1,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
17913,VGG16,transfer,classify,0.001,7,RVvGV_93,2,both,470,512,0.91796875,,,,search stimuli (classify),0,93,0.6352941176470588
17914,VGG16,transfer,classify,0.001,7,RVvGV_93,4,both,453,512,0.884765625,,,,search stimuli (classify),0,93,0.6352941176470588
17915,VGG16,transfer,classify,0.001,7,RVvGV_93,8,both,345,512,0.673828125,,,,search stimuli (classify),0,93,0.6352941176470588
17924,VGG16,transfer,classify,0.001,7,RVvGV_116,1,both,512,512,1.0,,,,search stimuli (classify),0,116,0.5450980392156863
17925,VGG16,transfer,classify,0.001,7,RVvGV_116,2,both,431,512,0.841796875,,,,search stimuli (classify),0,116,0.5450980392156863
17926,VGG16,transfer,classify,0.001,7,RVvGV_116,4,both,358,512,0.69921875,,,,search stimuli (classify),0,116,0.5450980392156863
17927,VGG16,transfer,classify,0.001,7,RVvGV_116,8,both,273,512,0.533203125,,,,search stimuli (classify),0,116,0.5450980392156863
17936,VGG16,transfer,classify,0.001,7,RVvGV_139,1,both,502,512,0.98046875,,,,search stimuli (classify),0,139,0.4549019607843138
17937,VGG16,transfer,classify,0.001,7,RVvGV_139,2,both,275,512,0.537109375,,,,search stimuli (classify),0,139,0.4549019607843138
17938,VGG16,transfer,classify,0.001,7,RVvGV_139,4,both,264,512,0.515625,,,,search stimuli (classify),0,139,0.4549019607843138
17939,VGG16,transfer,classify,0.001,7,RVvGV_139,8,both,256,512,0.5,,,,search stimuli (classify),0,139,0.4549019607843138
17948,VGG16,transfer,classify,0.001,7,RVvGV_162,1,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17949,VGG16,transfer,classify,0.001,7,RVvGV_162,2,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17950,VGG16,transfer,classify,0.001,7,RVvGV_162,4,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17951,VGG16,transfer,classify,0.001,7,RVvGV_162,8,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
17960,VGG16,transfer,classify,0.001,7,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17961,VGG16,transfer,classify,0.001,7,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17962,VGG16,transfer,classify,0.001,7,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17963,VGG16,transfer,classify,0.001,7,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
17972,VGG16,transfer,classify,0.001,7,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17973,VGG16,transfer,classify,0.001,7,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17974,VGG16,transfer,classify,0.001,7,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17975,VGG16,transfer,classify,0.001,7,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
17984,VGG16,transfer,classify,0.001,7,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17985,VGG16,transfer,classify,0.001,7,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17986,VGG16,transfer,classify,0.001,7,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17987,VGG16,transfer,classify,0.001,7,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
17996,VGG16,transfer,classify,0.001,7,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17997,VGG16,transfer,classify,0.001,7,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17998,VGG16,transfer,classify,0.001,7,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
17999,VGG16,transfer,classify,0.001,7,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
18152,VGG16,transfer,classify,0.001,8,RVvGV_0,1,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
18153,VGG16,transfer,classify,0.001,8,RVvGV_0,2,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
18154,VGG16,transfer,classify,0.001,8,RVvGV_0,4,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
18155,VGG16,transfer,classify,0.001,8,RVvGV_0,8,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
18164,VGG16,transfer,classify,0.001,8,RVvGV_23,1,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
18165,VGG16,transfer,classify,0.001,8,RVvGV_23,2,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
18166,VGG16,transfer,classify,0.001,8,RVvGV_23,4,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
18167,VGG16,transfer,classify,0.001,8,RVvGV_23,8,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
18176,VGG16,transfer,classify,0.001,8,RVvGV_46,1,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
18177,VGG16,transfer,classify,0.001,8,RVvGV_46,2,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
18178,VGG16,transfer,classify,0.001,8,RVvGV_46,4,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
18179,VGG16,transfer,classify,0.001,8,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
18188,VGG16,transfer,classify,0.001,8,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
18189,VGG16,transfer,classify,0.001,8,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
18190,VGG16,transfer,classify,0.001,8,RVvGV_70,4,both,511,512,0.998046875,,,,search stimuli (classify),0,70,0.7254901960784313
18191,VGG16,transfer,classify,0.001,8,RVvGV_70,8,both,505,512,0.986328125,,,,search stimuli (classify),0,70,0.7254901960784313
18200,VGG16,transfer,classify,0.001,8,RVvGV_93,1,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
18201,VGG16,transfer,classify,0.001,8,RVvGV_93,2,both,451,512,0.880859375,,,,search stimuli (classify),0,93,0.6352941176470588
18202,VGG16,transfer,classify,0.001,8,RVvGV_93,4,both,433,512,0.845703125,,,,search stimuli (classify),0,93,0.6352941176470588
18203,VGG16,transfer,classify,0.001,8,RVvGV_93,8,both,358,512,0.69921875,,,,search stimuli (classify),0,93,0.6352941176470588
18212,VGG16,transfer,classify,0.001,8,RVvGV_116,1,both,512,512,1.0,,,,search stimuli (classify),0,116,0.5450980392156863
18213,VGG16,transfer,classify,0.001,8,RVvGV_116,2,both,395,512,0.771484375,,,,search stimuli (classify),0,116,0.5450980392156863
18214,VGG16,transfer,classify,0.001,8,RVvGV_116,4,both,335,512,0.654296875,,,,search stimuli (classify),0,116,0.5450980392156863
18215,VGG16,transfer,classify,0.001,8,RVvGV_116,8,both,281,512,0.548828125,,,,search stimuli (classify),0,116,0.5450980392156863
18224,VGG16,transfer,classify,0.001,8,RVvGV_139,1,both,487,512,0.951171875,,,,search stimuli (classify),0,139,0.4549019607843138
18225,VGG16,transfer,classify,0.001,8,RVvGV_139,2,both,267,512,0.521484375,,,,search stimuli (classify),0,139,0.4549019607843138
18226,VGG16,transfer,classify,0.001,8,RVvGV_139,4,both,261,512,0.509765625,,,,search stimuli (classify),0,139,0.4549019607843138
18227,VGG16,transfer,classify,0.001,8,RVvGV_139,8,both,256,512,0.5,,,,search stimuli (classify),0,139,0.4549019607843138
18236,VGG16,transfer,classify,0.001,8,RVvGV_162,1,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
18237,VGG16,transfer,classify,0.001,8,RVvGV_162,2,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
18238,VGG16,transfer,classify,0.001,8,RVvGV_162,4,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
18239,VGG16,transfer,classify,0.001,8,RVvGV_162,8,both,256,512,0.5,,,,search stimuli (classify),0,162,0.3647058823529412
18248,VGG16,transfer,classify,0.001,8,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
18249,VGG16,transfer,classify,0.001,8,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
18250,VGG16,transfer,classify,0.001,8,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
18251,VGG16,transfer,classify,0.001,8,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
18260,VGG16,transfer,classify,0.001,8,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
18261,VGG16,transfer,classify,0.001,8,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
18262,VGG16,transfer,classify,0.001,8,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
18263,VGG16,transfer,classify,0.001,8,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
18272,VGG16,transfer,classify,0.001,8,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
18273,VGG16,transfer,classify,0.001,8,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
18274,VGG16,transfer,classify,0.001,8,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
18275,VGG16,transfer,classify,0.001,8,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
18284,VGG16,transfer,classify,0.001,8,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
18285,VGG16,transfer,classify,0.001,8,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
18286,VGG16,transfer,classify,0.001,8,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
18287,VGG16,transfer,classify,0.001,8,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
18440,VGG16,transfer,classify,0.001,1,RVvGV_0,1,both,512,512,1.0,,,,ImageNet,1,0,1.0
18441,VGG16,transfer,classify,0.001,1,RVvGV_0,2,both,497,512,0.970703125,,,,ImageNet,1,0,1.0
18442,VGG16,transfer,classify,0.001,1,RVvGV_0,4,both,464,512,0.90625,,,,ImageNet,1,0,1.0
18443,VGG16,transfer,classify,0.001,1,RVvGV_0,8,both,363,512,0.708984375,,,,ImageNet,1,0,1.0
18452,VGG16,transfer,classify,0.001,1,RVvGV_23,1,both,512,512,1.0,,,,ImageNet,1,23,0.9098039215686274
18453,VGG16,transfer,classify,0.001,1,RVvGV_23,2,both,507,512,0.990234375,,,,ImageNet,1,23,0.9098039215686274
