,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,greenness,discrim_pct
8709,alexnet,transfer,classify,0.001,7,RVvGV_116,2,both,352,512,0.6875,,,,Stylized ImageNet,2,116,0.5450980392156863
8710,alexnet,transfer,classify,0.001,7,RVvGV_116,4,both,356,512,0.6953125,,,,Stylized ImageNet,2,116,0.5450980392156863
8711,alexnet,transfer,classify,0.001,7,RVvGV_116,8,both,323,512,0.630859375,,,,Stylized ImageNet,2,116,0.5450980392156863
8720,alexnet,transfer,classify,0.001,7,RVvGV_139,1,both,276,512,0.5390625,,,,Stylized ImageNet,2,139,0.4549019607843138
8721,alexnet,transfer,classify,0.001,7,RVvGV_139,2,both,266,512,0.51953125,,,,Stylized ImageNet,2,139,0.4549019607843138
8722,alexnet,transfer,classify,0.001,7,RVvGV_139,4,both,285,512,0.556640625,,,,Stylized ImageNet,2,139,0.4549019607843138
8723,alexnet,transfer,classify,0.001,7,RVvGV_139,8,both,292,512,0.5703125,,,,Stylized ImageNet,2,139,0.4549019607843138
8732,alexnet,transfer,classify,0.001,7,RVvGV_162,1,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
8733,alexnet,transfer,classify,0.001,7,RVvGV_162,2,both,257,512,0.501953125,,,,Stylized ImageNet,2,162,0.3647058823529412
8734,alexnet,transfer,classify,0.001,7,RVvGV_162,4,both,265,512,0.517578125,,,,Stylized ImageNet,2,162,0.3647058823529412
8735,alexnet,transfer,classify,0.001,7,RVvGV_162,8,both,274,512,0.53515625,,,,Stylized ImageNet,2,162,0.3647058823529412
8744,alexnet,transfer,classify,0.001,7,RVvGV_185,1,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
8745,alexnet,transfer,classify,0.001,7,RVvGV_185,2,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
8746,alexnet,transfer,classify,0.001,7,RVvGV_185,4,both,268,512,0.5234375,,,,Stylized ImageNet,2,185,0.27450980392156865
8747,alexnet,transfer,classify,0.001,7,RVvGV_185,8,both,266,512,0.51953125,,,,Stylized ImageNet,2,185,0.27450980392156865
8756,alexnet,transfer,classify,0.001,7,RVvGV_209,1,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
8757,alexnet,transfer,classify,0.001,7,RVvGV_209,2,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
8758,alexnet,transfer,classify,0.001,7,RVvGV_209,4,both,271,512,0.529296875,,,,Stylized ImageNet,2,209,0.18039215686274512
8759,alexnet,transfer,classify,0.001,7,RVvGV_209,8,both,259,512,0.505859375,,,,Stylized ImageNet,2,209,0.18039215686274512
8768,alexnet,transfer,classify,0.001,7,RVvGV_232,1,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
8769,alexnet,transfer,classify,0.001,7,RVvGV_232,2,both,257,512,0.501953125,,,,Stylized ImageNet,2,232,0.09019607843137256
8770,alexnet,transfer,classify,0.001,7,RVvGV_232,4,both,263,512,0.513671875,,,,Stylized ImageNet,2,232,0.09019607843137256
8771,alexnet,transfer,classify,0.001,7,RVvGV_232,8,both,269,512,0.525390625,,,,Stylized ImageNet,2,232,0.09019607843137256
8780,alexnet,transfer,classify,0.001,7,RVvGV_255,1,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
8781,alexnet,transfer,classify,0.001,7,RVvGV_255,2,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
8782,alexnet,transfer,classify,0.001,7,RVvGV_255,4,both,253,512,0.494140625,,,,Stylized ImageNet,2,255,0.0
8783,alexnet,transfer,classify,0.001,7,RVvGV_255,8,both,257,512,0.501953125,,,,Stylized ImageNet,2,255,0.0
8936,alexnet,transfer,classify,0.001,8,RVvGV_0,1,both,512,512,1.0,,,,Stylized ImageNet,2,0,1.0
8937,alexnet,transfer,classify,0.001,8,RVvGV_0,2,both,511,512,0.998046875,,,,Stylized ImageNet,2,0,1.0
8938,alexnet,transfer,classify,0.001,8,RVvGV_0,4,both,508,512,0.9921875,,,,Stylized ImageNet,2,0,1.0
8939,alexnet,transfer,classify,0.001,8,RVvGV_0,8,both,464,512,0.90625,,,,Stylized ImageNet,2,0,1.0
8948,alexnet,transfer,classify,0.001,8,RVvGV_23,1,both,512,512,1.0,,,,Stylized ImageNet,2,23,0.9098039215686274
8949,alexnet,transfer,classify,0.001,8,RVvGV_23,2,both,511,512,0.998046875,,,,Stylized ImageNet,2,23,0.9098039215686274
8950,alexnet,transfer,classify,0.001,8,RVvGV_23,4,both,500,512,0.9765625,,,,Stylized ImageNet,2,23,0.9098039215686274
8951,alexnet,transfer,classify,0.001,8,RVvGV_23,8,both,468,512,0.9140625,,,,Stylized ImageNet,2,23,0.9098039215686274
8960,alexnet,transfer,classify,0.001,8,RVvGV_46,1,both,512,512,1.0,,,,Stylized ImageNet,2,46,0.8196078431372549
8961,alexnet,transfer,classify,0.001,8,RVvGV_46,2,both,510,512,0.99609375,,,,Stylized ImageNet,2,46,0.8196078431372549
8962,alexnet,transfer,classify,0.001,8,RVvGV_46,4,both,498,512,0.97265625,,,,Stylized ImageNet,2,46,0.8196078431372549
8963,alexnet,transfer,classify,0.001,8,RVvGV_46,8,both,445,512,0.869140625,,,,Stylized ImageNet,2,46,0.8196078431372549
8972,alexnet,transfer,classify,0.001,8,RVvGV_70,1,both,512,512,1.0,,,,Stylized ImageNet,2,70,0.7254901960784313
8973,alexnet,transfer,classify,0.001,8,RVvGV_70,2,both,500,512,0.9765625,,,,Stylized ImageNet,2,70,0.7254901960784313
8974,alexnet,transfer,classify,0.001,8,RVvGV_70,4,both,482,512,0.94140625,,,,Stylized ImageNet,2,70,0.7254901960784313
8975,alexnet,transfer,classify,0.001,8,RVvGV_70,8,both,428,512,0.8359375,,,,Stylized ImageNet,2,70,0.7254901960784313
8984,alexnet,transfer,classify,0.001,8,RVvGV_93,1,both,511,512,0.998046875,,,,Stylized ImageNet,2,93,0.6352941176470588
8985,alexnet,transfer,classify,0.001,8,RVvGV_93,2,both,485,512,0.947265625,,,,Stylized ImageNet,2,93,0.6352941176470588
8986,alexnet,transfer,classify,0.001,8,RVvGV_93,4,both,437,512,0.853515625,,,,Stylized ImageNet,2,93,0.6352941176470588
8987,alexnet,transfer,classify,0.001,8,RVvGV_93,8,both,376,512,0.734375,,,,Stylized ImageNet,2,93,0.6352941176470588
8996,alexnet,transfer,classify,0.001,8,RVvGV_116,1,both,479,512,0.935546875,,,,Stylized ImageNet,2,116,0.5450980392156863
8997,alexnet,transfer,classify,0.001,8,RVvGV_116,2,both,361,512,0.705078125,,,,Stylized ImageNet,2,116,0.5450980392156863
8998,alexnet,transfer,classify,0.001,8,RVvGV_116,4,both,341,512,0.666015625,,,,Stylized ImageNet,2,116,0.5450980392156863
8999,alexnet,transfer,classify,0.001,8,RVvGV_116,8,both,329,512,0.642578125,,,,Stylized ImageNet,2,116,0.5450980392156863
9008,alexnet,transfer,classify,0.001,8,RVvGV_139,1,both,270,512,0.52734375,,,,Stylized ImageNet,2,139,0.4549019607843138
9009,alexnet,transfer,classify,0.001,8,RVvGV_139,2,both,258,512,0.50390625,,,,Stylized ImageNet,2,139,0.4549019607843138
9010,alexnet,transfer,classify,0.001,8,RVvGV_139,4,both,261,512,0.509765625,,,,Stylized ImageNet,2,139,0.4549019607843138
9011,alexnet,transfer,classify,0.001,8,RVvGV_139,8,both,281,512,0.548828125,,,,Stylized ImageNet,2,139,0.4549019607843138
9020,alexnet,transfer,classify,0.001,8,RVvGV_162,1,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
9021,alexnet,transfer,classify,0.001,8,RVvGV_162,2,both,256,512,0.5,,,,Stylized ImageNet,2,162,0.3647058823529412
9022,alexnet,transfer,classify,0.001,8,RVvGV_162,4,both,260,512,0.5078125,,,,Stylized ImageNet,2,162,0.3647058823529412
9023,alexnet,transfer,classify,0.001,8,RVvGV_162,8,both,270,512,0.52734375,,,,Stylized ImageNet,2,162,0.3647058823529412
9032,alexnet,transfer,classify,0.001,8,RVvGV_185,1,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
9033,alexnet,transfer,classify,0.001,8,RVvGV_185,2,both,256,512,0.5,,,,Stylized ImageNet,2,185,0.27450980392156865
9034,alexnet,transfer,classify,0.001,8,RVvGV_185,4,both,260,512,0.5078125,,,,Stylized ImageNet,2,185,0.27450980392156865
9035,alexnet,transfer,classify,0.001,8,RVvGV_185,8,both,260,512,0.5078125,,,,Stylized ImageNet,2,185,0.27450980392156865
9044,alexnet,transfer,classify,0.001,8,RVvGV_209,1,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
9045,alexnet,transfer,classify,0.001,8,RVvGV_209,2,both,256,512,0.5,,,,Stylized ImageNet,2,209,0.18039215686274512
9046,alexnet,transfer,classify,0.001,8,RVvGV_209,4,both,258,512,0.50390625,,,,Stylized ImageNet,2,209,0.18039215686274512
9047,alexnet,transfer,classify,0.001,8,RVvGV_209,8,both,276,512,0.5390625,,,,Stylized ImageNet,2,209,0.18039215686274512
9056,alexnet,transfer,classify,0.001,8,RVvGV_232,1,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
9057,alexnet,transfer,classify,0.001,8,RVvGV_232,2,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
9058,alexnet,transfer,classify,0.001,8,RVvGV_232,4,both,256,512,0.5,,,,Stylized ImageNet,2,232,0.09019607843137256
9059,alexnet,transfer,classify,0.001,8,RVvGV_232,8,both,260,512,0.5078125,,,,Stylized ImageNet,2,232,0.09019607843137256
9068,alexnet,transfer,classify,0.001,8,RVvGV_255,1,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
9069,alexnet,transfer,classify,0.001,8,RVvGV_255,2,both,256,512,0.5,,,,Stylized ImageNet,2,255,0.0
9070,alexnet,transfer,classify,0.001,8,RVvGV_255,4,both,255,512,0.498046875,,,,Stylized ImageNet,2,255,0.0
9071,alexnet,transfer,classify,0.001,8,RVvGV_255,8,both,255,512,0.498046875,,,,Stylized ImageNet,2,255,0.0
9224,alexnet,transfer,classify,0.001,1,RVvGV_0,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
9225,alexnet,transfer,classify,0.001,1,RVvGV_0,2,both,508,512,0.9921875,,,,"DomainNet, Clipart domain",3,0,1.0
9226,alexnet,transfer,classify,0.001,1,RVvGV_0,4,both,510,512,0.99609375,,,,"DomainNet, Clipart domain",3,0,1.0
9227,alexnet,transfer,classify,0.001,1,RVvGV_0,8,both,507,512,0.990234375,,,,"DomainNet, Clipart domain",3,0,1.0
9236,alexnet,transfer,classify,0.001,1,RVvGV_23,1,both,511,512,0.998046875,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9237,alexnet,transfer,classify,0.001,1,RVvGV_23,2,both,501,512,0.978515625,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9238,alexnet,transfer,classify,0.001,1,RVvGV_23,4,both,504,512,0.984375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9239,alexnet,transfer,classify,0.001,1,RVvGV_23,8,both,461,512,0.900390625,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9248,alexnet,transfer,classify,0.001,1,RVvGV_46,1,both,440,512,0.859375,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9249,alexnet,transfer,classify,0.001,1,RVvGV_46,2,both,473,512,0.923828125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9250,alexnet,transfer,classify,0.001,1,RVvGV_46,4,both,423,512,0.826171875,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9251,alexnet,transfer,classify,0.001,1,RVvGV_46,8,both,388,512,0.7578125,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9260,alexnet,transfer,classify,0.001,1,RVvGV_70,1,both,358,512,0.69921875,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9261,alexnet,transfer,classify,0.001,1,RVvGV_70,2,both,334,512,0.65234375,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9262,alexnet,transfer,classify,0.001,1,RVvGV_70,4,both,310,512,0.60546875,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9263,alexnet,transfer,classify,0.001,1,RVvGV_70,8,both,289,512,0.564453125,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9272,alexnet,transfer,classify,0.001,1,RVvGV_93,1,both,336,512,0.65625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9273,alexnet,transfer,classify,0.001,1,RVvGV_93,2,both,269,512,0.525390625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9274,alexnet,transfer,classify,0.001,1,RVvGV_93,4,both,264,512,0.515625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9275,alexnet,transfer,classify,0.001,1,RVvGV_93,8,both,261,512,0.509765625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9284,alexnet,transfer,classify,0.001,1,RVvGV_116,1,both,302,512,0.58984375,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9285,alexnet,transfer,classify,0.001,1,RVvGV_116,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9286,alexnet,transfer,classify,0.001,1,RVvGV_116,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9287,alexnet,transfer,classify,0.001,1,RVvGV_116,8,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9296,alexnet,transfer,classify,0.001,1,RVvGV_139,1,both,257,512,0.501953125,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9297,alexnet,transfer,classify,0.001,1,RVvGV_139,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9298,alexnet,transfer,classify,0.001,1,RVvGV_139,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9299,alexnet,transfer,classify,0.001,1,RVvGV_139,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9308,alexnet,transfer,classify,0.001,1,RVvGV_162,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9309,alexnet,transfer,classify,0.001,1,RVvGV_162,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9310,alexnet,transfer,classify,0.001,1,RVvGV_162,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9311,alexnet,transfer,classify,0.001,1,RVvGV_162,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9320,alexnet,transfer,classify,0.001,1,RVvGV_185,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9321,alexnet,transfer,classify,0.001,1,RVvGV_185,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9322,alexnet,transfer,classify,0.001,1,RVvGV_185,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9323,alexnet,transfer,classify,0.001,1,RVvGV_185,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9332,alexnet,transfer,classify,0.001,1,RVvGV_209,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9333,alexnet,transfer,classify,0.001,1,RVvGV_209,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9334,alexnet,transfer,classify,0.001,1,RVvGV_209,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9335,alexnet,transfer,classify,0.001,1,RVvGV_209,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9344,alexnet,transfer,classify,0.001,1,RVvGV_232,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9345,alexnet,transfer,classify,0.001,1,RVvGV_232,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9346,alexnet,transfer,classify,0.001,1,RVvGV_232,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9347,alexnet,transfer,classify,0.001,1,RVvGV_232,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9356,alexnet,transfer,classify,0.001,1,RVvGV_255,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9357,alexnet,transfer,classify,0.001,1,RVvGV_255,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9358,alexnet,transfer,classify,0.001,1,RVvGV_255,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9359,alexnet,transfer,classify,0.001,1,RVvGV_255,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9512,alexnet,transfer,classify,0.001,2,RVvGV_0,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
9513,alexnet,transfer,classify,0.001,2,RVvGV_0,2,both,504,512,0.984375,,,,"DomainNet, Clipart domain",3,0,1.0
9514,alexnet,transfer,classify,0.001,2,RVvGV_0,4,both,508,512,0.9921875,,,,"DomainNet, Clipart domain",3,0,1.0
9515,alexnet,transfer,classify,0.001,2,RVvGV_0,8,both,498,512,0.97265625,,,,"DomainNet, Clipart domain",3,0,1.0
9524,alexnet,transfer,classify,0.001,2,RVvGV_23,1,both,508,512,0.9921875,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9525,alexnet,transfer,classify,0.001,2,RVvGV_23,2,both,497,512,0.970703125,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9526,alexnet,transfer,classify,0.001,2,RVvGV_23,4,both,483,512,0.943359375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9527,alexnet,transfer,classify,0.001,2,RVvGV_23,8,both,430,512,0.83984375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9536,alexnet,transfer,classify,0.001,2,RVvGV_46,1,both,408,512,0.796875,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9537,alexnet,transfer,classify,0.001,2,RVvGV_46,2,both,448,512,0.875,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9538,alexnet,transfer,classify,0.001,2,RVvGV_46,4,both,368,512,0.71875,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9539,alexnet,transfer,classify,0.001,2,RVvGV_46,8,both,350,512,0.68359375,,,,"DomainNet, Clipart domain",3,46,0.8196078431372549
9548,alexnet,transfer,classify,0.001,2,RVvGV_70,1,both,313,512,0.611328125,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9549,alexnet,transfer,classify,0.001,2,RVvGV_70,2,both,302,512,0.58984375,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9550,alexnet,transfer,classify,0.001,2,RVvGV_70,4,both,281,512,0.548828125,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9551,alexnet,transfer,classify,0.001,2,RVvGV_70,8,both,275,512,0.537109375,,,,"DomainNet, Clipart domain",3,70,0.7254901960784313
9560,alexnet,transfer,classify,0.001,2,RVvGV_93,1,both,291,512,0.568359375,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9561,alexnet,transfer,classify,0.001,2,RVvGV_93,2,both,261,512,0.509765625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9562,alexnet,transfer,classify,0.001,2,RVvGV_93,4,both,261,512,0.509765625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9563,alexnet,transfer,classify,0.001,2,RVvGV_93,8,both,258,512,0.50390625,,,,"DomainNet, Clipart domain",3,93,0.6352941176470588
9572,alexnet,transfer,classify,0.001,2,RVvGV_116,1,both,271,512,0.529296875,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9573,alexnet,transfer,classify,0.001,2,RVvGV_116,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9574,alexnet,transfer,classify,0.001,2,RVvGV_116,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9575,alexnet,transfer,classify,0.001,2,RVvGV_116,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,116,0.5450980392156863
9584,alexnet,transfer,classify,0.001,2,RVvGV_139,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9585,alexnet,transfer,classify,0.001,2,RVvGV_139,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9586,alexnet,transfer,classify,0.001,2,RVvGV_139,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9587,alexnet,transfer,classify,0.001,2,RVvGV_139,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,139,0.4549019607843138
9596,alexnet,transfer,classify,0.001,2,RVvGV_162,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9597,alexnet,transfer,classify,0.001,2,RVvGV_162,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9598,alexnet,transfer,classify,0.001,2,RVvGV_162,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9599,alexnet,transfer,classify,0.001,2,RVvGV_162,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,162,0.3647058823529412
9608,alexnet,transfer,classify,0.001,2,RVvGV_185,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9609,alexnet,transfer,classify,0.001,2,RVvGV_185,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9610,alexnet,transfer,classify,0.001,2,RVvGV_185,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9611,alexnet,transfer,classify,0.001,2,RVvGV_185,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,185,0.27450980392156865
9620,alexnet,transfer,classify,0.001,2,RVvGV_209,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9621,alexnet,transfer,classify,0.001,2,RVvGV_209,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9622,alexnet,transfer,classify,0.001,2,RVvGV_209,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9623,alexnet,transfer,classify,0.001,2,RVvGV_209,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,209,0.18039215686274512
9632,alexnet,transfer,classify,0.001,2,RVvGV_232,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9633,alexnet,transfer,classify,0.001,2,RVvGV_232,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9634,alexnet,transfer,classify,0.001,2,RVvGV_232,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9635,alexnet,transfer,classify,0.001,2,RVvGV_232,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,232,0.09019607843137256
9644,alexnet,transfer,classify,0.001,2,RVvGV_255,1,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9645,alexnet,transfer,classify,0.001,2,RVvGV_255,2,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9646,alexnet,transfer,classify,0.001,2,RVvGV_255,4,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9647,alexnet,transfer,classify,0.001,2,RVvGV_255,8,both,256,512,0.5,,,,"DomainNet, Clipart domain",3,255,0.0
9800,alexnet,transfer,classify,0.001,3,RVvGV_0,1,both,512,512,1.0,,,,"DomainNet, Clipart domain",3,0,1.0
9801,alexnet,transfer,classify,0.001,3,RVvGV_0,2,both,510,512,0.99609375,,,,"DomainNet, Clipart domain",3,0,1.0
9802,alexnet,transfer,classify,0.001,3,RVvGV_0,4,both,511,512,0.998046875,,,,"DomainNet, Clipart domain",3,0,1.0
9803,alexnet,transfer,classify,0.001,3,RVvGV_0,8,both,508,512,0.9921875,,,,"DomainNet, Clipart domain",3,0,1.0
9812,alexnet,transfer,classify,0.001,3,RVvGV_23,1,both,510,512,0.99609375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
9813,alexnet,transfer,classify,0.001,3,RVvGV_23,2,both,499,512,0.974609375,,,,"DomainNet, Clipart domain",3,23,0.9098039215686274
