,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,rotation,discrim_pct
17528,VGG16,transfer,classify,0.001,5,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17529,VGG16,transfer,classify,0.001,5,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17530,VGG16,transfer,classify,0.001,5,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17531,VGG16,transfer,classify,0.001,5,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17540,VGG16,transfer,classify,0.001,5,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17541,VGG16,transfer,classify,0.001,5,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17542,VGG16,transfer,classify,0.001,5,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17543,VGG16,transfer,classify,0.001,5,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17552,VGG16,transfer,classify,0.001,5,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17553,VGG16,transfer,classify,0.001,5,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17554,VGG16,transfer,classify,0.001,5,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17555,VGG16,transfer,classify,0.001,5,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17564,VGG16,transfer,classify,0.001,5,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17565,VGG16,transfer,classify,0.001,5,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17566,VGG16,transfer,classify,0.001,5,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17567,VGG16,transfer,classify,0.001,5,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17720,VGG16,transfer,classify,0.001,6,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17721,VGG16,transfer,classify,0.001,6,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17722,VGG16,transfer,classify,0.001,6,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17723,VGG16,transfer,classify,0.001,6,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17732,VGG16,transfer,classify,0.001,6,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17733,VGG16,transfer,classify,0.001,6,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17734,VGG16,transfer,classify,0.001,6,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17735,VGG16,transfer,classify,0.001,6,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17744,VGG16,transfer,classify,0.001,6,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17745,VGG16,transfer,classify,0.001,6,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17746,VGG16,transfer,classify,0.001,6,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17747,VGG16,transfer,classify,0.001,6,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17756,VGG16,transfer,classify,0.001,6,TvT_25,1,both,314,512,0.61328125,,,,search stimuli (classify),1,25,0.2777777777777778
17757,VGG16,transfer,classify,0.001,6,TvT_25,2,both,262,512,0.51171875,,,,search stimuli (classify),1,25,0.2777777777777778
17758,VGG16,transfer,classify,0.001,6,TvT_25,4,both,259,512,0.505859375,,,,search stimuli (classify),1,25,0.2777777777777778
17759,VGG16,transfer,classify,0.001,6,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
17768,VGG16,transfer,classify,0.001,6,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
17769,VGG16,transfer,classify,0.001,6,TvT_33,2,both,511,512,0.998046875,,,,search stimuli (classify),1,33,0.36666666666666664
17770,VGG16,transfer,classify,0.001,6,TvT_33,4,both,491,512,0.958984375,,,,search stimuli (classify),1,33,0.36666666666666664
17771,VGG16,transfer,classify,0.001,6,TvT_33,8,both,394,512,0.76953125,,,,search stimuli (classify),1,33,0.36666666666666664
17780,VGG16,transfer,classify,0.001,6,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
17781,VGG16,transfer,classify,0.001,6,TvT_41,2,both,480,512,0.9375,,,,search stimuli (classify),1,41,0.45555555555555555
17782,VGG16,transfer,classify,0.001,6,TvT_41,4,both,413,512,0.806640625,,,,search stimuli (classify),1,41,0.45555555555555555
17783,VGG16,transfer,classify,0.001,6,TvT_41,8,both,285,512,0.556640625,,,,search stimuli (classify),1,41,0.45555555555555555
17792,VGG16,transfer,classify,0.001,6,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
17793,VGG16,transfer,classify,0.001,6,TvT_49,2,both,511,512,0.998046875,,,,search stimuli (classify),1,49,0.5444444444444444
17794,VGG16,transfer,classify,0.001,6,TvT_49,4,both,478,512,0.93359375,,,,search stimuli (classify),1,49,0.5444444444444444
17795,VGG16,transfer,classify,0.001,6,TvT_49,8,both,354,512,0.69140625,,,,search stimuli (classify),1,49,0.5444444444444444
17804,VGG16,transfer,classify,0.001,6,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17805,VGG16,transfer,classify,0.001,6,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17806,VGG16,transfer,classify,0.001,6,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17807,VGG16,transfer,classify,0.001,6,TvT_57,8,both,506,512,0.98828125,,,,search stimuli (classify),1,57,0.6333333333333333
17816,VGG16,transfer,classify,0.001,6,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17817,VGG16,transfer,classify,0.001,6,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17818,VGG16,transfer,classify,0.001,6,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17819,VGG16,transfer,classify,0.001,6,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17828,VGG16,transfer,classify,0.001,6,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17829,VGG16,transfer,classify,0.001,6,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17830,VGG16,transfer,classify,0.001,6,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17831,VGG16,transfer,classify,0.001,6,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17840,VGG16,transfer,classify,0.001,6,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17841,VGG16,transfer,classify,0.001,6,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17842,VGG16,transfer,classify,0.001,6,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17843,VGG16,transfer,classify,0.001,6,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17852,VGG16,transfer,classify,0.001,6,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17853,VGG16,transfer,classify,0.001,6,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17854,VGG16,transfer,classify,0.001,6,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17855,VGG16,transfer,classify,0.001,6,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18008,VGG16,transfer,classify,0.001,7,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18009,VGG16,transfer,classify,0.001,7,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18010,VGG16,transfer,classify,0.001,7,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18011,VGG16,transfer,classify,0.001,7,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18020,VGG16,transfer,classify,0.001,7,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18021,VGG16,transfer,classify,0.001,7,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18022,VGG16,transfer,classify,0.001,7,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18023,VGG16,transfer,classify,0.001,7,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18032,VGG16,transfer,classify,0.001,7,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18033,VGG16,transfer,classify,0.001,7,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18034,VGG16,transfer,classify,0.001,7,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18035,VGG16,transfer,classify,0.001,7,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18044,VGG16,transfer,classify,0.001,7,TvT_25,1,both,290,512,0.56640625,,,,search stimuli (classify),1,25,0.2777777777777778
18045,VGG16,transfer,classify,0.001,7,TvT_25,2,both,259,512,0.505859375,,,,search stimuli (classify),1,25,0.2777777777777778
18046,VGG16,transfer,classify,0.001,7,TvT_25,4,both,258,512,0.50390625,,,,search stimuli (classify),1,25,0.2777777777777778
18047,VGG16,transfer,classify,0.001,7,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
18056,VGG16,transfer,classify,0.001,7,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
18057,VGG16,transfer,classify,0.001,7,TvT_33,2,both,511,512,0.998046875,,,,search stimuli (classify),1,33,0.36666666666666664
18058,VGG16,transfer,classify,0.001,7,TvT_33,4,both,484,512,0.9453125,,,,search stimuli (classify),1,33,0.36666666666666664
18059,VGG16,transfer,classify,0.001,7,TvT_33,8,both,373,512,0.728515625,,,,search stimuli (classify),1,33,0.36666666666666664
18068,VGG16,transfer,classify,0.001,7,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
18069,VGG16,transfer,classify,0.001,7,TvT_41,2,both,459,512,0.896484375,,,,search stimuli (classify),1,41,0.45555555555555555
18070,VGG16,transfer,classify,0.001,7,TvT_41,4,both,399,512,0.779296875,,,,search stimuli (classify),1,41,0.45555555555555555
18071,VGG16,transfer,classify,0.001,7,TvT_41,8,both,276,512,0.5390625,,,,search stimuli (classify),1,41,0.45555555555555555
18080,VGG16,transfer,classify,0.001,7,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
18081,VGG16,transfer,classify,0.001,7,TvT_49,2,both,505,512,0.986328125,,,,search stimuli (classify),1,49,0.5444444444444444
18082,VGG16,transfer,classify,0.001,7,TvT_49,4,both,471,512,0.919921875,,,,search stimuli (classify),1,49,0.5444444444444444
18083,VGG16,transfer,classify,0.001,7,TvT_49,8,both,334,512,0.65234375,,,,search stimuli (classify),1,49,0.5444444444444444
18092,VGG16,transfer,classify,0.001,7,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
18093,VGG16,transfer,classify,0.001,7,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
18094,VGG16,transfer,classify,0.001,7,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
18095,VGG16,transfer,classify,0.001,7,TvT_57,8,both,500,512,0.9765625,,,,search stimuli (classify),1,57,0.6333333333333333
18104,VGG16,transfer,classify,0.001,7,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18105,VGG16,transfer,classify,0.001,7,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18106,VGG16,transfer,classify,0.001,7,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18107,VGG16,transfer,classify,0.001,7,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18116,VGG16,transfer,classify,0.001,7,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18117,VGG16,transfer,classify,0.001,7,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18118,VGG16,transfer,classify,0.001,7,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18119,VGG16,transfer,classify,0.001,7,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18128,VGG16,transfer,classify,0.001,7,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18129,VGG16,transfer,classify,0.001,7,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18130,VGG16,transfer,classify,0.001,7,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18131,VGG16,transfer,classify,0.001,7,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18140,VGG16,transfer,classify,0.001,7,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18141,VGG16,transfer,classify,0.001,7,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18142,VGG16,transfer,classify,0.001,7,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18143,VGG16,transfer,classify,0.001,7,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18296,VGG16,transfer,classify,0.001,8,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18297,VGG16,transfer,classify,0.001,8,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18298,VGG16,transfer,classify,0.001,8,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18299,VGG16,transfer,classify,0.001,8,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
18308,VGG16,transfer,classify,0.001,8,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18309,VGG16,transfer,classify,0.001,8,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18310,VGG16,transfer,classify,0.001,8,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18311,VGG16,transfer,classify,0.001,8,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
18320,VGG16,transfer,classify,0.001,8,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18321,VGG16,transfer,classify,0.001,8,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18322,VGG16,transfer,classify,0.001,8,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18323,VGG16,transfer,classify,0.001,8,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
18332,VGG16,transfer,classify,0.001,8,TvT_25,1,both,300,512,0.5859375,,,,search stimuli (classify),1,25,0.2777777777777778
18333,VGG16,transfer,classify,0.001,8,TvT_25,2,both,259,512,0.505859375,,,,search stimuli (classify),1,25,0.2777777777777778
18334,VGG16,transfer,classify,0.001,8,TvT_25,4,both,257,512,0.501953125,,,,search stimuli (classify),1,25,0.2777777777777778
18335,VGG16,transfer,classify,0.001,8,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
18344,VGG16,transfer,classify,0.001,8,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
18345,VGG16,transfer,classify,0.001,8,TvT_33,2,both,510,512,0.99609375,,,,search stimuli (classify),1,33,0.36666666666666664
18346,VGG16,transfer,classify,0.001,8,TvT_33,4,both,481,512,0.939453125,,,,search stimuli (classify),1,33,0.36666666666666664
18347,VGG16,transfer,classify,0.001,8,TvT_33,8,both,400,512,0.78125,,,,search stimuli (classify),1,33,0.36666666666666664
18356,VGG16,transfer,classify,0.001,8,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
18357,VGG16,transfer,classify,0.001,8,TvT_41,2,both,459,512,0.896484375,,,,search stimuli (classify),1,41,0.45555555555555555
18358,VGG16,transfer,classify,0.001,8,TvT_41,4,both,391,512,0.763671875,,,,search stimuli (classify),1,41,0.45555555555555555
18359,VGG16,transfer,classify,0.001,8,TvT_41,8,both,295,512,0.576171875,,,,search stimuli (classify),1,41,0.45555555555555555
18368,VGG16,transfer,classify,0.001,8,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
18369,VGG16,transfer,classify,0.001,8,TvT_49,2,both,506,512,0.98828125,,,,search stimuli (classify),1,49,0.5444444444444444
18370,VGG16,transfer,classify,0.001,8,TvT_49,4,both,468,512,0.9140625,,,,search stimuli (classify),1,49,0.5444444444444444
18371,VGG16,transfer,classify,0.001,8,TvT_49,8,both,378,512,0.73828125,,,,search stimuli (classify),1,49,0.5444444444444444
18380,VGG16,transfer,classify,0.001,8,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
18381,VGG16,transfer,classify,0.001,8,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
18382,VGG16,transfer,classify,0.001,8,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
18383,VGG16,transfer,classify,0.001,8,TvT_57,8,both,509,512,0.994140625,,,,search stimuli (classify),1,57,0.6333333333333333
18392,VGG16,transfer,classify,0.001,8,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18393,VGG16,transfer,classify,0.001,8,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18394,VGG16,transfer,classify,0.001,8,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18395,VGG16,transfer,classify,0.001,8,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
18404,VGG16,transfer,classify,0.001,8,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18405,VGG16,transfer,classify,0.001,8,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18406,VGG16,transfer,classify,0.001,8,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18407,VGG16,transfer,classify,0.001,8,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
18416,VGG16,transfer,classify,0.001,8,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18417,VGG16,transfer,classify,0.001,8,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18418,VGG16,transfer,classify,0.001,8,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18419,VGG16,transfer,classify,0.001,8,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
18428,VGG16,transfer,classify,0.001,8,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18429,VGG16,transfer,classify,0.001,8,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18430,VGG16,transfer,classify,0.001,8,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18431,VGG16,transfer,classify,0.001,8,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
18584,VGG16,transfer,classify,0.001,1,TvT_4,1,both,264,512,0.515625,,,,ImageNet,2,4,0.044444444444444446
18585,VGG16,transfer,classify,0.001,1,TvT_4,2,both,288,512,0.5625,,,,ImageNet,2,4,0.044444444444444446
18586,VGG16,transfer,classify,0.001,1,TvT_4,4,both,310,512,0.60546875,,,,ImageNet,2,4,0.044444444444444446
18587,VGG16,transfer,classify,0.001,1,TvT_4,8,both,274,512,0.53515625,,,,ImageNet,2,4,0.044444444444444446
18596,VGG16,transfer,classify,0.001,1,TvT_8,1,both,263,512,0.513671875,,,,ImageNet,2,8,0.08888888888888889
18597,VGG16,transfer,classify,0.001,1,TvT_8,2,both,283,512,0.552734375,,,,ImageNet,2,8,0.08888888888888889
18598,VGG16,transfer,classify,0.001,1,TvT_8,4,both,333,512,0.650390625,,,,ImageNet,2,8,0.08888888888888889
