,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,rotation,discrim_pct
16304,VGG16,transfer,classify,0.001,1,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16305,VGG16,transfer,classify,0.001,1,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16306,VGG16,transfer,classify,0.001,1,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16307,VGG16,transfer,classify,0.001,1,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16316,VGG16,transfer,classify,0.001,1,TvT_25,1,both,319,512,0.623046875,,,,search stimuli (classify),1,25,0.2777777777777778
16317,VGG16,transfer,classify,0.001,1,TvT_25,2,both,262,512,0.51171875,,,,search stimuli (classify),1,25,0.2777777777777778
16318,VGG16,transfer,classify,0.001,1,TvT_25,4,both,257,512,0.501953125,,,,search stimuli (classify),1,25,0.2777777777777778
16319,VGG16,transfer,classify,0.001,1,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
16328,VGG16,transfer,classify,0.001,1,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
16329,VGG16,transfer,classify,0.001,1,TvT_33,2,both,511,512,0.998046875,,,,search stimuli (classify),1,33,0.36666666666666664
16330,VGG16,transfer,classify,0.001,1,TvT_33,4,both,478,512,0.93359375,,,,search stimuli (classify),1,33,0.36666666666666664
16331,VGG16,transfer,classify,0.001,1,TvT_33,8,both,388,512,0.7578125,,,,search stimuli (classify),1,33,0.36666666666666664
16340,VGG16,transfer,classify,0.001,1,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
16341,VGG16,transfer,classify,0.001,1,TvT_41,2,both,472,512,0.921875,,,,search stimuli (classify),1,41,0.45555555555555555
16342,VGG16,transfer,classify,0.001,1,TvT_41,4,both,387,512,0.755859375,,,,search stimuli (classify),1,41,0.45555555555555555
16343,VGG16,transfer,classify,0.001,1,TvT_41,8,both,284,512,0.5546875,,,,search stimuli (classify),1,41,0.45555555555555555
16352,VGG16,transfer,classify,0.001,1,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
16353,VGG16,transfer,classify,0.001,1,TvT_49,2,both,511,512,0.998046875,,,,search stimuli (classify),1,49,0.5444444444444444
16354,VGG16,transfer,classify,0.001,1,TvT_49,4,both,458,512,0.89453125,,,,search stimuli (classify),1,49,0.5444444444444444
16355,VGG16,transfer,classify,0.001,1,TvT_49,8,both,351,512,0.685546875,,,,search stimuli (classify),1,49,0.5444444444444444
16364,VGG16,transfer,classify,0.001,1,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16365,VGG16,transfer,classify,0.001,1,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16366,VGG16,transfer,classify,0.001,1,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16367,VGG16,transfer,classify,0.001,1,TvT_57,8,both,506,512,0.98828125,,,,search stimuli (classify),1,57,0.6333333333333333
16376,VGG16,transfer,classify,0.001,1,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16377,VGG16,transfer,classify,0.001,1,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16378,VGG16,transfer,classify,0.001,1,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16379,VGG16,transfer,classify,0.001,1,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16388,VGG16,transfer,classify,0.001,1,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16389,VGG16,transfer,classify,0.001,1,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16390,VGG16,transfer,classify,0.001,1,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16391,VGG16,transfer,classify,0.001,1,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16400,VGG16,transfer,classify,0.001,1,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16401,VGG16,transfer,classify,0.001,1,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16402,VGG16,transfer,classify,0.001,1,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16403,VGG16,transfer,classify,0.001,1,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16412,VGG16,transfer,classify,0.001,1,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16413,VGG16,transfer,classify,0.001,1,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16414,VGG16,transfer,classify,0.001,1,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16415,VGG16,transfer,classify,0.001,1,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16568,VGG16,transfer,classify,0.001,2,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16569,VGG16,transfer,classify,0.001,2,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16570,VGG16,transfer,classify,0.001,2,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16571,VGG16,transfer,classify,0.001,2,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16580,VGG16,transfer,classify,0.001,2,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16581,VGG16,transfer,classify,0.001,2,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16582,VGG16,transfer,classify,0.001,2,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16583,VGG16,transfer,classify,0.001,2,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16592,VGG16,transfer,classify,0.001,2,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16593,VGG16,transfer,classify,0.001,2,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16594,VGG16,transfer,classify,0.001,2,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16595,VGG16,transfer,classify,0.001,2,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16604,VGG16,transfer,classify,0.001,2,TvT_25,1,both,304,512,0.59375,,,,search stimuli (classify),1,25,0.2777777777777778
16605,VGG16,transfer,classify,0.001,2,TvT_25,2,both,262,512,0.51171875,,,,search stimuli (classify),1,25,0.2777777777777778
16606,VGG16,transfer,classify,0.001,2,TvT_25,4,both,257,512,0.501953125,,,,search stimuli (classify),1,25,0.2777777777777778
16607,VGG16,transfer,classify,0.001,2,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
16616,VGG16,transfer,classify,0.001,2,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
16617,VGG16,transfer,classify,0.001,2,TvT_33,2,both,511,512,0.998046875,,,,search stimuli (classify),1,33,0.36666666666666664
16618,VGG16,transfer,classify,0.001,2,TvT_33,4,both,476,512,0.9296875,,,,search stimuli (classify),1,33,0.36666666666666664
16619,VGG16,transfer,classify,0.001,2,TvT_33,8,both,384,512,0.75,,,,search stimuli (classify),1,33,0.36666666666666664
16628,VGG16,transfer,classify,0.001,2,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
16629,VGG16,transfer,classify,0.001,2,TvT_41,2,both,468,512,0.9140625,,,,search stimuli (classify),1,41,0.45555555555555555
16630,VGG16,transfer,classify,0.001,2,TvT_41,4,both,388,512,0.7578125,,,,search stimuli (classify),1,41,0.45555555555555555
16631,VGG16,transfer,classify,0.001,2,TvT_41,8,both,283,512,0.552734375,,,,search stimuli (classify),1,41,0.45555555555555555
16640,VGG16,transfer,classify,0.001,2,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
16641,VGG16,transfer,classify,0.001,2,TvT_49,2,both,508,512,0.9921875,,,,search stimuli (classify),1,49,0.5444444444444444
16642,VGG16,transfer,classify,0.001,2,TvT_49,4,both,455,512,0.888671875,,,,search stimuli (classify),1,49,0.5444444444444444
16643,VGG16,transfer,classify,0.001,2,TvT_49,8,both,347,512,0.677734375,,,,search stimuli (classify),1,49,0.5444444444444444
16652,VGG16,transfer,classify,0.001,2,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16653,VGG16,transfer,classify,0.001,2,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16654,VGG16,transfer,classify,0.001,2,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16655,VGG16,transfer,classify,0.001,2,TvT_57,8,both,506,512,0.98828125,,,,search stimuli (classify),1,57,0.6333333333333333
16664,VGG16,transfer,classify,0.001,2,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16665,VGG16,transfer,classify,0.001,2,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16666,VGG16,transfer,classify,0.001,2,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16667,VGG16,transfer,classify,0.001,2,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16676,VGG16,transfer,classify,0.001,2,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16677,VGG16,transfer,classify,0.001,2,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16678,VGG16,transfer,classify,0.001,2,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16679,VGG16,transfer,classify,0.001,2,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16688,VGG16,transfer,classify,0.001,2,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16689,VGG16,transfer,classify,0.001,2,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16690,VGG16,transfer,classify,0.001,2,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16691,VGG16,transfer,classify,0.001,2,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16700,VGG16,transfer,classify,0.001,2,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16701,VGG16,transfer,classify,0.001,2,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16702,VGG16,transfer,classify,0.001,2,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16703,VGG16,transfer,classify,0.001,2,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16856,VGG16,transfer,classify,0.001,3,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16857,VGG16,transfer,classify,0.001,3,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16858,VGG16,transfer,classify,0.001,3,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16859,VGG16,transfer,classify,0.001,3,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
16868,VGG16,transfer,classify,0.001,3,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16869,VGG16,transfer,classify,0.001,3,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16870,VGG16,transfer,classify,0.001,3,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16871,VGG16,transfer,classify,0.001,3,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
16880,VGG16,transfer,classify,0.001,3,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16881,VGG16,transfer,classify,0.001,3,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16882,VGG16,transfer,classify,0.001,3,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16883,VGG16,transfer,classify,0.001,3,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
16892,VGG16,transfer,classify,0.001,3,TvT_25,1,both,317,512,0.619140625,,,,search stimuli (classify),1,25,0.2777777777777778
16893,VGG16,transfer,classify,0.001,3,TvT_25,2,both,261,512,0.509765625,,,,search stimuli (classify),1,25,0.2777777777777778
16894,VGG16,transfer,classify,0.001,3,TvT_25,4,both,257,512,0.501953125,,,,search stimuli (classify),1,25,0.2777777777777778
16895,VGG16,transfer,classify,0.001,3,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
16904,VGG16,transfer,classify,0.001,3,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
16905,VGG16,transfer,classify,0.001,3,TvT_33,2,both,511,512,0.998046875,,,,search stimuli (classify),1,33,0.36666666666666664
16906,VGG16,transfer,classify,0.001,3,TvT_33,4,both,474,512,0.92578125,,,,search stimuli (classify),1,33,0.36666666666666664
16907,VGG16,transfer,classify,0.001,3,TvT_33,8,both,399,512,0.779296875,,,,search stimuli (classify),1,33,0.36666666666666664
16916,VGG16,transfer,classify,0.001,3,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
16917,VGG16,transfer,classify,0.001,3,TvT_41,2,both,470,512,0.91796875,,,,search stimuli (classify),1,41,0.45555555555555555
16918,VGG16,transfer,classify,0.001,3,TvT_41,4,both,382,512,0.74609375,,,,search stimuli (classify),1,41,0.45555555555555555
16919,VGG16,transfer,classify,0.001,3,TvT_41,8,both,285,512,0.556640625,,,,search stimuli (classify),1,41,0.45555555555555555
16928,VGG16,transfer,classify,0.001,3,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
16929,VGG16,transfer,classify,0.001,3,TvT_49,2,both,508,512,0.9921875,,,,search stimuli (classify),1,49,0.5444444444444444
16930,VGG16,transfer,classify,0.001,3,TvT_49,4,both,452,512,0.8828125,,,,search stimuli (classify),1,49,0.5444444444444444
16931,VGG16,transfer,classify,0.001,3,TvT_49,8,both,361,512,0.705078125,,,,search stimuli (classify),1,49,0.5444444444444444
16940,VGG16,transfer,classify,0.001,3,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16941,VGG16,transfer,classify,0.001,3,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16942,VGG16,transfer,classify,0.001,3,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
16943,VGG16,transfer,classify,0.001,3,TvT_57,8,both,506,512,0.98828125,,,,search stimuli (classify),1,57,0.6333333333333333
16952,VGG16,transfer,classify,0.001,3,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16953,VGG16,transfer,classify,0.001,3,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16954,VGG16,transfer,classify,0.001,3,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16955,VGG16,transfer,classify,0.001,3,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
16964,VGG16,transfer,classify,0.001,3,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16965,VGG16,transfer,classify,0.001,3,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16966,VGG16,transfer,classify,0.001,3,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16967,VGG16,transfer,classify,0.001,3,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
16976,VGG16,transfer,classify,0.001,3,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16977,VGG16,transfer,classify,0.001,3,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16978,VGG16,transfer,classify,0.001,3,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16979,VGG16,transfer,classify,0.001,3,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
16988,VGG16,transfer,classify,0.001,3,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16989,VGG16,transfer,classify,0.001,3,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16990,VGG16,transfer,classify,0.001,3,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
16991,VGG16,transfer,classify,0.001,3,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17144,VGG16,transfer,classify,0.001,4,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17145,VGG16,transfer,classify,0.001,4,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17146,VGG16,transfer,classify,0.001,4,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17147,VGG16,transfer,classify,0.001,4,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17156,VGG16,transfer,classify,0.001,4,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17157,VGG16,transfer,classify,0.001,4,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17158,VGG16,transfer,classify,0.001,4,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17159,VGG16,transfer,classify,0.001,4,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17168,VGG16,transfer,classify,0.001,4,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17169,VGG16,transfer,classify,0.001,4,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17170,VGG16,transfer,classify,0.001,4,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17171,VGG16,transfer,classify,0.001,4,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17180,VGG16,transfer,classify,0.001,4,TvT_25,1,both,288,512,0.5625,,,,search stimuli (classify),1,25,0.2777777777777778
17181,VGG16,transfer,classify,0.001,4,TvT_25,2,both,258,512,0.50390625,,,,search stimuli (classify),1,25,0.2777777777777778
17182,VGG16,transfer,classify,0.001,4,TvT_25,4,both,257,512,0.501953125,,,,search stimuli (classify),1,25,0.2777777777777778
17183,VGG16,transfer,classify,0.001,4,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
17192,VGG16,transfer,classify,0.001,4,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
17193,VGG16,transfer,classify,0.001,4,TvT_33,2,both,510,512,0.99609375,,,,search stimuli (classify),1,33,0.36666666666666664
17194,VGG16,transfer,classify,0.001,4,TvT_33,4,both,473,512,0.923828125,,,,search stimuli (classify),1,33,0.36666666666666664
17195,VGG16,transfer,classify,0.001,4,TvT_33,8,both,379,512,0.740234375,,,,search stimuli (classify),1,33,0.36666666666666664
17204,VGG16,transfer,classify,0.001,4,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
17205,VGG16,transfer,classify,0.001,4,TvT_41,2,both,458,512,0.89453125,,,,search stimuli (classify),1,41,0.45555555555555555
17206,VGG16,transfer,classify,0.001,4,TvT_41,4,both,381,512,0.744140625,,,,search stimuli (classify),1,41,0.45555555555555555
17207,VGG16,transfer,classify,0.001,4,TvT_41,8,both,280,512,0.546875,,,,search stimuli (classify),1,41,0.45555555555555555
17216,VGG16,transfer,classify,0.001,4,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
17217,VGG16,transfer,classify,0.001,4,TvT_49,2,both,505,512,0.986328125,,,,search stimuli (classify),1,49,0.5444444444444444
17218,VGG16,transfer,classify,0.001,4,TvT_49,4,both,454,512,0.88671875,,,,search stimuli (classify),1,49,0.5444444444444444
17219,VGG16,transfer,classify,0.001,4,TvT_49,8,both,340,512,0.6640625,,,,search stimuli (classify),1,49,0.5444444444444444
17228,VGG16,transfer,classify,0.001,4,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17229,VGG16,transfer,classify,0.001,4,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17230,VGG16,transfer,classify,0.001,4,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17231,VGG16,transfer,classify,0.001,4,TvT_57,8,both,503,512,0.982421875,,,,search stimuli (classify),1,57,0.6333333333333333
17240,VGG16,transfer,classify,0.001,4,TvT_65,1,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17241,VGG16,transfer,classify,0.001,4,TvT_65,2,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17242,VGG16,transfer,classify,0.001,4,TvT_65,4,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17243,VGG16,transfer,classify,0.001,4,TvT_65,8,both,512,512,1.0,,,,search stimuli (classify),1,65,0.7222222222222222
17252,VGG16,transfer,classify,0.001,4,TvT_74,1,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17253,VGG16,transfer,classify,0.001,4,TvT_74,2,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17254,VGG16,transfer,classify,0.001,4,TvT_74,4,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17255,VGG16,transfer,classify,0.001,4,TvT_74,8,both,512,512,1.0,,,,search stimuli (classify),1,74,0.8222222222222222
17264,VGG16,transfer,classify,0.001,4,TvT_82,1,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17265,VGG16,transfer,classify,0.001,4,TvT_82,2,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17266,VGG16,transfer,classify,0.001,4,TvT_82,4,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17267,VGG16,transfer,classify,0.001,4,TvT_82,8,both,512,512,1.0,,,,search stimuli (classify),1,82,0.9111111111111111
17276,VGG16,transfer,classify,0.001,4,TvT_90,1,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17277,VGG16,transfer,classify,0.001,4,TvT_90,2,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17278,VGG16,transfer,classify,0.001,4,TvT_90,4,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17279,VGG16,transfer,classify,0.001,4,TvT_90,8,both,512,512,1.0,,,,search stimuli (classify),1,90,1.0
17432,VGG16,transfer,classify,0.001,5,TvT_4,1,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17433,VGG16,transfer,classify,0.001,5,TvT_4,2,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17434,VGG16,transfer,classify,0.001,5,TvT_4,4,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17435,VGG16,transfer,classify,0.001,5,TvT_4,8,both,256,512,0.5,,,,search stimuli (classify),1,4,0.044444444444444446
17444,VGG16,transfer,classify,0.001,5,TvT_8,1,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17445,VGG16,transfer,classify,0.001,5,TvT_8,2,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17446,VGG16,transfer,classify,0.001,5,TvT_8,4,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17447,VGG16,transfer,classify,0.001,5,TvT_8,8,both,256,512,0.5,,,,search stimuli (classify),1,8,0.08888888888888889
17456,VGG16,transfer,classify,0.001,5,TvT_16,1,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17457,VGG16,transfer,classify,0.001,5,TvT_16,2,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17458,VGG16,transfer,classify,0.001,5,TvT_16,4,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17459,VGG16,transfer,classify,0.001,5,TvT_16,8,both,256,512,0.5,,,,search stimuli (classify),1,16,0.17777777777777778
17468,VGG16,transfer,classify,0.001,5,TvT_25,1,both,303,512,0.591796875,,,,search stimuli (classify),1,25,0.2777777777777778
17469,VGG16,transfer,classify,0.001,5,TvT_25,2,both,264,512,0.515625,,,,search stimuli (classify),1,25,0.2777777777777778
17470,VGG16,transfer,classify,0.001,5,TvT_25,4,both,258,512,0.50390625,,,,search stimuli (classify),1,25,0.2777777777777778
17471,VGG16,transfer,classify,0.001,5,TvT_25,8,both,256,512,0.5,,,,search stimuli (classify),1,25,0.2777777777777778
17480,VGG16,transfer,classify,0.001,5,TvT_33,1,both,512,512,1.0,,,,search stimuli (classify),1,33,0.36666666666666664
17481,VGG16,transfer,classify,0.001,5,TvT_33,2,both,511,512,0.998046875,,,,search stimuli (classify),1,33,0.36666666666666664
17482,VGG16,transfer,classify,0.001,5,TvT_33,4,both,491,512,0.958984375,,,,search stimuli (classify),1,33,0.36666666666666664
17483,VGG16,transfer,classify,0.001,5,TvT_33,8,both,400,512,0.78125,,,,search stimuli (classify),1,33,0.36666666666666664
17492,VGG16,transfer,classify,0.001,5,TvT_41,1,both,512,512,1.0,,,,search stimuli (classify),1,41,0.45555555555555555
17493,VGG16,transfer,classify,0.001,5,TvT_41,2,both,479,512,0.935546875,,,,search stimuli (classify),1,41,0.45555555555555555
17494,VGG16,transfer,classify,0.001,5,TvT_41,4,both,414,512,0.80859375,,,,search stimuli (classify),1,41,0.45555555555555555
17495,VGG16,transfer,classify,0.001,5,TvT_41,8,both,286,512,0.55859375,,,,search stimuli (classify),1,41,0.45555555555555555
17504,VGG16,transfer,classify,0.001,5,TvT_49,1,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
17505,VGG16,transfer,classify,0.001,5,TvT_49,2,both,512,512,1.0,,,,search stimuli (classify),1,49,0.5444444444444444
17506,VGG16,transfer,classify,0.001,5,TvT_49,4,both,478,512,0.93359375,,,,search stimuli (classify),1,49,0.5444444444444444
17507,VGG16,transfer,classify,0.001,5,TvT_49,8,both,366,512,0.71484375,,,,search stimuli (classify),1,49,0.5444444444444444
17516,VGG16,transfer,classify,0.001,5,TvT_57,1,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17517,VGG16,transfer,classify,0.001,5,TvT_57,2,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17518,VGG16,transfer,classify,0.001,5,TvT_57,4,both,512,512,1.0,,,,search stimuli (classify),1,57,0.6333333333333333
17519,VGG16,transfer,classify,0.001,5,TvT_57,8,both,507,512,0.990234375,,,,search stimuli (classify),1,57,0.6333333333333333
